ABCNews,prominent,,UCBi2mrWuNuyYy4gbM6fU18Q
AIPACPC,advocacy,,UCxG28n8wj0thZukIZ56-9uQ
AlJazeeraEnglish,prominent,,UCNye-wNBqNL5ZzHSJj3l8Bg
AssociatedPress,prominent,,UC52X5wxOL_s5yw0dQk7NtgA
Bloomberg,prominent,,UCUMZ7gohGI9HcU9VNsr2FJQ
BMAtv,advocacy,,UCkIrTSRB-QmCldJKquf_8BQ
BuzzFeed,prominent,,UCf4FYTsGFFcdc68AUPIU3RA
CBSNewsOnline,prominent,,UC8p1vwvWtl6T73JiExfWs1g
CNDpress,advocacy,,UC6hoK6O7Ti4TYGu9fD32RMA
CNN,prominent,,UCupvZG-5ko_eiXAupbDfxWw
CSPAN,prominent,,UCb--64Gl51jIEVE-GLDAVTg
DrugPolicyAlliance,advocacy,,UCzXaJk2RhkiU8eRHUBuB3mw
EagleForum,advocacy,,UCjZiCblWrWacJ6TMNOzD5sA
EFForg,advocacy,,UCS66aeKQNvJSOOGPjVHDE3Q
FoxNewsChannel,prominent,,UCXIJgqnII2ZOINSWNOGFThA
freedomswatch,advocacy,,UCKBN1YURjG4fZOh3kiz9d0w
freedomworksaction,advocacy,,UCh2Lgr3oLSvY3m4_tXJ8Dtw
fsround,advocacy,,UCdKTUhAHfnwXQORaEbdK5UQ
GreenpeaceVideo,advocacy,,UCTDTSx8kbxGECZJxOa9mIKA
NationalSierraClub,advocacy,,UCrZE-1EnSlpXHTvEAXaucAQ
NBCNews,prominent,,UCeY0bbntWzzVIaj2z3QigXg
NRAVideos,advocacy,,UCZr49eSL2aHQ_41476IrkbA
officialpeta,advocacy,,UCmQRypK6kAcujJAlYZpFW8Q
OxfamGreatBritain,advocacy,,UC2SUpeciICP_bakwCCjeN0Q
ReutersTV,prominent,,UCCElUBs4eYOlX6sc24EAsAw
StoptheWarCoalition,advocacy,,UCtzk_Xyby9U2yP_DAi2gECQ
TCCTV,advocacy,,UCO5oQNZn32c1-XZ460tt-vQ
telegraphtv,prominent,,UCPgLNge0xqQHWM5B5EFH9Cg
TheGuardian,prominent,,UCHpw8xwDNhU9gdohEcJu4aA
TheNewYorkTimes,prominent,,UCqnbDFdCpuN8CMEg0VuEBqA
TheWeatherChannel,prominent,,UCGTUbwceCMibvpbd2NaIP7A
USATODAY,prominent,,UCP6HGa63sBC7-KHtkme-p-g
WSJDigitalNetwork,prominent,,UCK7tptUDHh-RYDsdxO1-5QQ
